file_path,version_type,edition_info,volume,page,library,catalog_number,line_count,average_confidence,is_vertical
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【1】01464 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 新疆大学图书馆/P1030254.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,1030254,新疆大学图书馆,1-01464,9,0.9908,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【2】03496 （二）05445 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 潘承弼跋 陕西省图书馆/710000-1001-0000096-03.jpg,C,C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本,,,陕西省图书馆,2-03496,7,0.5364,否
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 3元至元二十五年（1288）彭寅翁崇道精舍刻本/【6】12357 （六）19106 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 元至元二十五年（1288）彭寅翁崇道精舍刻本（卷一百十七至一百二十二配蒙古/增补6-11279 史记一百三十卷 书影001-目录末牌记.jpg,C,C史记 集解、索隐、正义三家注本 3元至元二十五年（1288）彭寅翁崇道精舍刻本,,,,6-12357,5,0.9843,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【1】01464 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 新疆大学图书馆/P1030253.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,1030253,新疆大学图书馆,1-01464,10,0.9714,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 5明正德刘弘毅慎独斋刻本/【2】03475 （二）03223 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德刘弘毅慎独斋刻本 山东省图书馆/IMG_4194.jpg,B,B史记 集解、索隐合刻本 5明正德刘弘毅慎独斋刻本,,,山东省图书馆,2-03475,2,0.5925,否
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03492 （二）05057 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 北京师范大学图书馆/史記.王延喆本.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,北京师范大学图书馆,2-03492,8,0.9794,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【2】03474 （二）08299 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 湖南图书馆/3474史记2·湖南图书馆.jpg,B,B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本,,,湖南图书馆,2-03474,7,0.9888,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07488 （三）00565 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 吉林省图书馆/版本書影/22-0001-0000169-03.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,,吉林省图书馆,3-07488,20,0.9852,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07488 （三）00565 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 吉林省图书馆/版本書影/22-0001-0000169-04.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,,吉林省图书馆,3-07488,1,0.9978,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07491 （三）07923 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 李宗侗批校 河北大/b02.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,,,3-07491,8,0.9922,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07478 （三）11322 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 南京图书馆/书影/300/000001.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,南京图书馆,3-07478,8,0.9839,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆/正文-2.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,黑龙江省图书馆,3-07474,22,0.9889,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07491 （三）07923 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 李宗侗批校 河北大/b05.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,,,3-07491,51,0.9365,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03488 （二）07242 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁丙跋 南京图书馆/614-110169史記/00000004.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,南京图书馆,2-03488,19,0.9880,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03488 （二）07242 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁丙跋 南京图书馆/614-110169史記/00000003.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,南京图书馆,2-03488,5,0.9881,是
../data/名录 史记2025-11-6/A史记 集解本 5明崇祯十四年（1641）毛氏汲古阁刻本/【6】12487 （六）03688 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 明崇祯十四年（1641）毛氏汲古阁刻本 黄丕烈 王芑孙跋 沈恕校 湖北省图书馆/史记.卷端及校.jpg,A,A史记 集解本 5明崇祯十四年（1641）毛氏汲古阁刻本,,,湖北省图书馆,6-12487,18,0.9902,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆/目录-1.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,黑龙江省图书馆,3-07474,44,0.9738,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07476 （三）08347 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 上海师范大学图书馆/043-2.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,上海师范大学图书馆,3-07476,6,0.9505,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 3蒙古中统二年（1261）段子成刻明修本/【1】00396 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 蒙古中统二年（1261）段子成刻明修本（卷三十至四十三配明刻本） 袁克文跋 国家图书馆/史记一百三十卷-7342.jpg,B,B史记 集解、索隐合刻本 3蒙古中统二年（1261）段子成刻明修本,,,国家图书馆,1-00396,37,0.9211,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆/00085 史记一百三十卷 明 史 青岛市博物馆-11.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,4-10161,8,0.9856,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03489 （二）07274 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 苏州博物馆/300/6.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,2-03489,24,0.9748,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 3蒙古中统二年（1261）段子成刻明修本/【1】00396 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 蒙古中统二年（1261）段子成刻明修本（卷三十至四十三配明刻本） 袁克文跋 国家图书馆/00396 史记一百三十卷 国家图书馆01.jpg,B,B史记 集解、索隐合刻本 3蒙古中统二年（1261）段子成刻明修本,,,国家图书馆,1-00396,30,0.8710,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【3】07486 （三）07634 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 西安碑林博物馆/史記一百三十卷 明嘉靖九年 史记正义 碑林博物馆.jpg,C,C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本,,,,3-07486,76,0.9312,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本/【2】02629 （二）10274 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 宋乾道七年（1171）蔡梦弼东塾刻本（配蒙古中统二年段子成刻本） 许初跋 上海图书馆#存一百十三/DSC_0495.jpg,B,B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本,,,上海图书馆,2-02629,27,0.9695,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03489 （二）07274 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 苏州博物馆/300/1.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,2-03489,10,0.9587,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03488 （二）07242 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁丙跋 南京图书馆/614-110169史記/00000002.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,南京图书馆,2-03488,8,0.9966,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 1宋黄善夫刻本/【1】00397 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋建安黄善夫家塾刻本 黄绍箕 罗振玉题款 国家图书馆#存六十八卷/史记一百三十卷- 7343-1.jpg,C,C史记 集解、索隐、正义三家注本 1宋黄善夫刻本,,,国家图书馆,1-00397,18,0.9781,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03477 （二）08298 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 叶启发跋 湖南图书馆/史记1.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,湖南图书馆,2-03477,18,0.9805,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆/后序-1.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,黑龙江省图书馆,3-07474,11,0.9944,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03488 （二）07242 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁丙跋 南京图书馆/614-110169史記/00000005.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,南京图书馆,2-03488,11,0.9957,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03495 （二）04594 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 河南省图书馆#存八十八卷/史记-1.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,河南省图书馆,2-03495,25,0.9559,是
../data/名录 史记2025-11-6/D史记 三家注明陈仁锡评本 1明末程正揆刻清怀德堂印本/【2】03499 （二）03224 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 （明）陈仁锡评 明末程正揆刻清怀德堂印本 李文藻录沈廷芳批并录沈廷芳录方/IMG_5062.jpg,D,D史记 三家注明陈仁锡评本 1明末程正揆刻清怀德堂印本,,,,2-03499,27,0.8430,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03486 （二）03275 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 山东省图书馆/IMG_5270.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,山东省图书馆,2-03486,32,0.9297,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07491 （三）07923 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 李宗侗批校 河北大/b04.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,,,3-07491,21,0.9447,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07490 （三）11165 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 四川大学图书馆/史記 破損 明 川大.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,,四川大学图书馆,3-07490,25,0.9665,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07491 （三）07923 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 李宗侗批校 河北大/b03.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,,,3-07491,10,0.9846,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【3】07486 （三）07634 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 西安碑林博物馆/史記一百三十卷 明嘉靖九年 序4 碑林博物馆.jpg,C,C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本,,,,3-07486,29,0.9610,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03482 （二）08089 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 江苏省如皋市图书馆#存一百十三卷/史记明嘉靖六年金台汪谅刻本刻本/01.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,江苏省如皋市图书馆,2-03482,25,0.9614,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11555 （五）07637 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（有明嘉靖四年汪谅刻本、嘉靖十三年秦/史記一百三十卷6.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,6,,,5-11555,9,0.9842,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11555 （五）07637 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（有明嘉靖四年汪谅刻本、嘉靖十三年秦/史記一百三十卷1.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,1,,,5-11555,25,0.9929,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03489 （二）07274 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 苏州博物馆/300/7.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,2-03489,8,0.9939,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07477 （三）11321 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 丁丙跋 南京图书馆/书影/300/000001.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,南京图书馆,3-07477,6,0.9430,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07490 （三）11165 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 四川大学图书馆/史記 卷一卷端 明 四川大學圖書館.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,一,,四川大学图书馆,3-07490,19,0.9775,是
data/名录 史记2025-11-6/A史记 集解本 1北宋刻本/【1】00393 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 北宋刻本（卷一至四、八至一百三十配南宋初建阳刻本） 北京大学图书馆/0000004a.jpg,A,A史记 集解本 1北宋刻本,,,北京大学图书馆,1-00393,42,0.9712,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆/00085 史记一百三十卷 明 史 青岛市博物馆-10.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,4-10161,27,0.9582,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07476 （三）08347 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 上海师范大学图书馆/043-3.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,上海师范大学图书馆,3-07476,5,0.9435,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03487 （二）05427 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 陕西省图书馆/710000-1001-0000078-02.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,陕西省图书馆,2-03487,58,0.5658,否
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆/00085 史记一百三十卷 明 史 青岛市博物馆-7.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,4-10161,4,0.9609,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【3】07486 （三）07634 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 西安碑林博物馆/史記一百三十卷 明嘉靖九年 后序 碑林博物馆.jpg,C,C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本,,,,3-07486,14,0.9834,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆/00085 史记一百三十卷 明 史 青岛市博物馆-9.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,4-10161,21,0.9807,是
../data/名录 史记2025-11-6/A史记 集解本 5明崇祯十四年（1641）毛氏汲古阁刻本/【6】12487 （六）03688 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 明崇祯十四年（1641）毛氏汲古阁刻本 黄丕烈 王芑孙跋 沈恕校 湖北省图书馆/001.jpg,A,A史记 集解本 5明崇祯十四年（1641）毛氏汲古阁刻本,,,湖北省图书馆,6-12487,73,0.9742,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07479 （三）01216 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 吉林大学图书馆/史記書影/版本書影/22-0101-0000115-01.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,吉林大学图书馆,3-07479,9,0.9881,是
../data/名录 史记2025-11-6/A史记 集解本 4明正德十年（1515）白鹿洞书院刻本/【3】07472 （三）08568 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 明正德十年（1515）白鹿洞书院刻本（卷三十一至三十六抄配） 北京大学图书馆/3178史記 明正德10年南康郡守刻本 NC2488-1273.12 ７.jpg,A,A史记 集解本 4明正德十年（1515）白鹿洞书院刻本,,,北京大学图书馆,3-07472,19,0.9165,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07489 （三）04744 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 南京图书馆/00000005.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,,南京图书馆,3-07489,12,0.9856,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-18.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,17,0.9056,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆/IMG_1239.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,湖南图书馆,6-12488,15,0.9787,是
